task_id,project_id,sequence_id,shot_id,department,estimated_hours,priority,start_date,end_date,status
T9113,P005,SQ079,SH2335,Compositing,183,High,2026-04-22,2026-06-27,In Progress
T9114,P005,SQ079,SH2336,Animation,33,Medium,2026-03-03,2026-04-26,Completed
T9115,P005,SQ079,SH2336,Lighting,42,Medium,2026-01-23,2026-04-30,Completed
T9116,P005,SQ079,SH2336,Compositing,51,Low,2026-02-15,2026-03-07,Completed
T9117,P005,SQ079,SH2337,Animation,43,Medium,2025-12-19,2026-03-02,Completed
T9118,P005,SQ079,SH2337,Lighting,20,Low,2026-01-08,2026-02-03,Completed
T9119,P005,SQ079,SH2337,Compositing,55,Medium,2026-01-24,2026-02-25,Completed
T9120,P005,SQ079,SH2338,Animation,38,Medium,2025-12-24,2026-01-27,Completed
T9121,P005,SQ079,SH2338,CFX,50,Medium,2026-01-01,2026-01-06,Completed
T9122,P005,SQ079,SH2338,Lighting,20,Medium,2025-12-26,2025-12-31,Completed
T9123,P005,SQ079,SH2338,Compositing,28,High,2025-12-26,2026-01-20,Completed
T9124,P005,SQ079,SH2339,Lighting,10,Low,2026-04-29,2026-05-23,Completed
T9125,P005,SQ079,SH2339,Compositing,19,Medium,2026-04-13,2026-06-17,Completed
T9126,P005,SQ079,SH2340,Animation,12,Low,2026-03-14,2026-03-16,Completed
T9127,P005,SQ079,SH2340,Lighting,17,Low,2026-03-18,2026-03-19,Completed
T9128,P005,SQ079,SH2340,Compositing,16,Low,2026-03-14,2026-03-20,Completed
T9129,P005,SQ079,SH2341,Animation,24,Low,2026-03-15,2026-05-25,Completed
T9130,P005,SQ079,SH2341,CFX,50,Medium,2026-05-17,2026-07-21,In Progress
T9131,P005,SQ079,SH2341,Lighting,34,Low,2026-03-07,2026-06-12,Completed
T9132,P005,SQ079,SH2341,Compositing,28,High,2026-05-07,2026-07-22,In Progress
T9133,P005,SQ079,SH2342,Modeling,72,Medium,2026-06-05,2026-06-10,Completed
T9134,P005,SQ079,SH2342,Rigging,147,High,2026-05-10,2026-07-26,In Progress
T9135,P005,SQ079,SH2342,Animation,162,High,2026-05-18,2026-06-13,Completed
T9136,P005,SQ079,SH2342,CFX,186,High,2026-06-06,2026-07-11,In Progress
T9137,P005,SQ079,SH2342,FX,127,High,2026-06-03,2026-06-12,Completed
T9138,P005,SQ079,SH2342,Lighting,177,High,2026-05-14,2026-06-09,Completed
T9139,P005,SQ079,SH2342,Compositing,151,High,2026-04-19,2026-07-28,In Progress
T9140,P005,SQ079,SH2343,Lighting,10,Low,2026-01-22,2026-05-24,Completed
T9141,P005,SQ079,SH2343,Compositing,15,Medium,2025-12-20,2026-07-03,In Progress
T9142,P005,SQ079,SH2344,Animation,45,Medium,2026-03-18,2026-03-21,Completed
T9143,P005,SQ079,SH2344,Lighting,43,Medium,2026-03-21,2026-03-23,Completed
T9144,P005,SQ079,SH2344,Compositing,25,Medium,2026-03-17,2026-03-21,Completed
T9145,P005,SQ079,SH2345,Animation,10,Low,2025-12-13,2026-01-01,Completed
T9146,P005,SQ079,SH2345,Lighting,19,Low,2026-01-05,2026-01-14,Completed
T9147,P005,SQ079,SH2345,Compositing,14,Low,2026-01-02,2026-01-31,Completed
T9148,P005,SQ079,SH2346,Lighting,6,Medium,2026-01-26,2026-02-21,Completed
T9149,P005,SQ079,SH2346,Compositing,19,Low,2026-03-21,2026-05-28,Completed
T9150,P005,SQ079,SH2347,Modeling,158,High,2026-01-25,2026-03-02,Completed
T9151,P005,SQ079,SH2347,Rigging,183,High,2026-02-22,2026-02-23,Completed
T9152,P005,SQ079,SH2347,Animation,65,High,2026-01-10,2026-02-09,Completed
T9153,P005,SQ079,SH2347,CFX,139,Medium,2026-02-19,2026-03-02,Completed
T9154,P005,SQ079,SH2347,FX,158,High,2025-12-30,2026-02-10,Completed
T9155,P005,SQ079,SH2347,Lighting,116,Medium,2026-02-11,2026-03-21,Completed
T9156,P005,SQ079,SH2347,Compositing,169,Medium,2026-01-01,2026-04-24,Completed
T9157,P005,SQ079,SH2348,Modeling,87,High,2026-03-10,2026-04-01,Completed
T9158,P005,SQ079,SH2348,Rigging,177,High,2026-03-25,2026-04-21,Completed
T9159,P005,SQ079,SH2348,Animation,160,High,2026-03-23,2026-03-31,Completed
T9160,P005,SQ079,SH2348,CFX,144,High,2026-04-06,2026-04-25,Completed
T9161,P005,SQ079,SH2348,FX,142,High,2026-03-11,2026-03-12,Completed
T9162,P005,SQ079,SH2348,Lighting,113,High,2026-03-24,2026-04-15,Completed
T9163,P005,SQ079,SH2348,Compositing,61,High,2026-03-11,2026-04-15,Completed
T9164,P005,SQ079,SH2349,Animation,8,Low,2026-01-23,2026-02-19,Completed
T9165,P005,SQ079,SH2349,Lighting,6,Low,2026-01-11,2026-02-04,Completed
T9166,P005,SQ079,SH2349,Compositing,7,Medium,2026-01-05,2026-01-30,Completed
T9167,P005,SQ079,SH2350,Animation,12,Low,2026-02-16,2026-03-09,Completed
T9168,P005,SQ079,SH2350,Lighting,15,Low,2026-02-19,2026-03-04,Completed
T9169,P005,SQ079,SH2350,Compositing,13,Low,2026-02-23,2026-03-29,Completed
T9170,P005,SQ079,SH2351,Modeling,90,High,2026-01-20,2026-06-26,In Progress
T9171,P005,SQ079,SH2351,Rigging,167,High,2026-03-20,2026-08-05,In Progress
T9172,P005,SQ079,SH2351,Animation,136,High,2026-01-12,2026-01-24,Completed
T9173,P005,SQ079,SH2351,CFX,75,High,2026-01-26,2026-04-12,Completed
T9174,P005,SQ079,SH2351,FX,179,High,2026-04-02,2026-07-08,In Progress
T9175,P005,SQ079,SH2351,Lighting,188,High,2026-01-11,2026-03-09,Completed
T9176,P005,SQ079,SH2351,Compositing,118,Medium,2026-05-05,2026-09-01,In Progress
T9177,P005,SQ079,SH2352,Lighting,7,Low,2026-04-21,2026-06-13,Completed
T9178,P005,SQ079,SH2352,Compositing,19,Low,2026-02-05,2026-06-16,Completed
T9179,P005,SQ079,SH2353,Modeling,172,High,2026-01-29,2026-04-06,Completed
T9180,P005,SQ079,SH2353,Rigging,113,High,2026-04-21,2026-08-18,In Progress
T9181,P005,SQ079,SH2353,Animation,115,High,2026-01-08,2026-03-29,Completed
T9182,P005,SQ079,SH2353,CFX,149,High,2026-02-09,2026-04-24,Completed
T9183,P005,SQ079,SH2353,FX,91,High,2026-02-13,2026-04-12,Completed
T9184,P005,SQ079,SH2353,Lighting,82,Medium,2026-04-09,2026-07-08,In Progress
T9185,P005,SQ079,SH2353,Compositing,96,Medium,2026-04-13,2026-05-31,Completed
T9186,P005,SQ079,SH2354,Animation,13,Medium,2026-02-23,2026-02-26,Completed
T9187,P005,SQ079,SH2354,Lighting,17,Low,2026-02-05,2026-02-09,Completed
T9188,P005,SQ079,SH2354,Compositing,5,Medium,2026-02-02,2026-03-19,Completed
T9189,P005,SQ079,SH2355,Modeling,148,Medium,2026-03-04,2026-03-05,Completed
T9190,P005,SQ079,SH2355,Rigging,68,High,2026-03-03,2026-03-08,Completed
T9191,P005,SQ079,SH2355,Animation,61,High,2026-03-03,2026-03-06,Completed
T9192,P005,SQ079,SH2355,CFX,62,Medium,2026-03-02,2026-03-07,Completed
T9193,P005,SQ079,SH2355,FX,156,Medium,2026-03-04,2026-03-05,Completed
T9194,P005,SQ079,SH2355,Lighting,122,High,2026-03-03,2026-03-05,Completed
T9195,P005,SQ079,SH2355,Compositing,151,High,2026-03-04,2026-03-07,Completed
T9196,P005,SQ079,SH2356,Lighting,5,Low,2026-01-31,2026-07-18,In Progress
T9197,P005,SQ079,SH2356,Compositing,7,Low,2025-12-26,2026-04-15,Completed
T9198,P005,SQ080,SH2357,Modeling,85,High,2025-07-16,2025-07-20,Completed
T9199,P005,SQ080,SH2357,Rigging,188,High,2025-07-30,2025-08-04,Completed
T9200,P005,SQ080,SH2357,Animation,187,High,2025-07-12,2025-07-13,Completed
T9201,P005,SQ080,SH2357,CFX,81,Medium,2025-07-19,2025-08-28,Completed
T9202,P005,SQ080,SH2357,FX,128,Medium,2025-07-27,2025-08-18,Completed
T9203,P005,SQ080,SH2357,Lighting,154,High,2025-07-30,2025-08-11,Completed
T9204,P005,SQ080,SH2357,Compositing,184,Medium,2025-07-24,2025-08-16,Completed
T9205,P005,SQ080,SH2358,Animation,23,Medium,2025-07-16,2025-07-20,Completed
T9206,P005,SQ080,SH2358,CFX,36,Medium,2025-06-13,2025-07-25,Completed
T9207,P005,SQ080,SH2358,Lighting,57,Medium,2025-07-11,2025-07-27,Completed
T9208,P005,SQ080,SH2358,Compositing,56,Low,2025-06-26,2025-08-18,Completed
T9209,P005,SQ080,SH2359,Lighting,13,Medium,2025-07-01,2025-08-07,Completed
T9210,P005,SQ080,SH2359,Compositing,8,Low,2025-06-19,2025-06-27,Completed
T9211,P005,SQ080,SH2360,Modeling,197,High,2025-07-07,2025-07-27,Completed
T9212,P005,SQ080,SH2360,Rigging,137,High,2025-07-08,2025-07-13,Completed
T9213,P005,SQ080,SH2360,Animation,76,High,2025-07-19,2025-08-09,Completed
T9214,P005,SQ080,SH2360,CFX,126,High,2025-07-19,2025-07-28,Completed
T9215,P005,SQ080,SH2360,FX,180,Medium,2025-07-18,2025-08-11,Completed
T9216,P005,SQ080,SH2360,Lighting,93,High,2025-07-11,2025-07-17,Completed
T9217,P005,SQ080,SH2360,Compositing,148,High,2025-07-08,2025-08-13,Completed
T9218,P005,SQ080,SH2361,Modeling,62,High,2025-07-17,2025-09-09,Completed
T9219,P005,SQ080,SH2361,Rigging,147,High,2025-08-16,2025-09-25,Completed
T9220,P005,SQ080,SH2361,Animation,168,Medium,2025-07-16,2025-08-09,Completed
T9221,P005,SQ080,SH2361,CFX,114,Medium,2025-07-31,2025-08-09,Completed
T9222,P005,SQ080,SH2361,FX,125,Medium,2025-07-15,2025-08-02,Completed
T9223,P005,SQ080,SH2361,Lighting,153,High,2025-08-18,2025-09-20,Completed
T9224,P005,SQ080,SH2361,Compositing,182,High,2025-08-17,2025-08-20,Completed
T9225,P005,SQ080,SH2362,Animation,5,Low,2025-06-04,2025-07-07,Completed
T9226,P005,SQ080,SH2362,Lighting,7,Medium,2025-06-06,2025-08-13,Completed
T9227,P005,SQ080,SH2362,Compositing,9,Medium,2025-06-28,2025-06-29,Completed
T9228,P005,SQ080,SH2363,Lighting,5,Medium,2025-07-21,2025-08-04,Completed
T9229,P005,SQ080,SH2363,Compositing,11,Low,2025-07-21,2025-07-23,Completed
T9230,P005,SQ080,SH2364,Lighting,15,Medium,2025-07-04,2025-09-13,Completed
T9231,P005,SQ080,SH2364,Compositing,7,Low,2025-07-02,2025-07-15,Completed
T9232,P005,SQ080,SH2365,Animation,11,Low,2025-06-14,2025-07-22,Completed
T9233,P005,SQ080,SH2365,Lighting,15,Medium,2025-06-17,2025-06-22,Completed
T9234,P005,SQ080,SH2365,Compositing,8,Low,2025-05-23,2025-06-05,Completed
T9235,P005,SQ080,SH2366,Animation,21,Medium,2025-07-27,2025-07-30,Completed
T9236,P005,SQ080,SH2366,FX,36,Medium,2025-07-24,2025-09-08,Completed
T9237,P005,SQ080,SH2366,Lighting,46,Medium,2025-07-26,2025-08-08,Completed
T9238,P005,SQ080,SH2366,Compositing,52,High,2025-08-06,2025-09-05,Completed
T9239,P005,SQ080,SH2367,Animation,32,Medium,2025-07-09,2025-07-18,Completed
T9240,P005,SQ080,SH2367,CFX,45,Medium,2025-07-12,2025-07-13,Completed
T9241,P005,SQ080,SH2367,Lighting,29,Low,2025-07-09,2025-07-11,Completed
T9242,P005,SQ080,SH2367,Compositing,36,Medium,2025-06-26,2025-06-27,Completed
T9243,P005,SQ081,SH2368,Animation,36,Medium,2025-11-16,2025-12-26,Completed
T9244,P005,SQ081,SH2368,CFX,58,High,2025-11-11,2025-12-08,Completed
T9245,P005,SQ081,SH2368,Lighting,22,Medium,2025-11-13,2025-11-24,Completed
T9246,P005,SQ081,SH2368,Compositing,40,Medium,2025-11-04,2025-11-09,Completed
T9247,P005,SQ081,SH2369,Modeling,195,High,2025-12-26,2026-01-24,Completed
T9248,P005,SQ081,SH2369,Rigging,114,High,2026-01-01,2026-01-26,Completed
T9249,P005,SQ081,SH2369,Animation,125,High,2025-12-31,2026-01-11,Completed
T9250,P005,SQ081,SH2369,CFX,82,High,2025-12-29,2026-01-09,Completed
T9251,P005,SQ081,SH2369,FX,152,High,2026-01-04,2026-01-12,Completed
T9252,P005,SQ081,SH2369,Lighting,103,High,2025-12-28,2026-01-02,Completed
T9253,P005,SQ081,SH2369,Compositing,105,High,2025-12-26,2025-12-29,Completed
T9254,P005,SQ081,SH2370,Animation,15,Low,2025-11-16,2025-12-10,Completed
T9255,P005,SQ081,SH2370,Lighting,14,Medium,2025-11-17,2025-12-10,Completed
T9256,P005,SQ081,SH2370,Compositing,6,Medium,2025-12-05,2025-12-26,Completed
T9257,P005,SQ081,SH2371,Animation,36,Low,2026-03-13,2026-04-30,Completed
T9258,P005,SQ081,SH2371,CFX,39,Low,2026-03-13,2026-06-17,Completed
T9259,P005,SQ081,SH2371,Lighting,28,Medium,2026-03-20,2026-04-22,Completed
T9260,P005,SQ081,SH2371,Compositing,46,Medium,2026-03-28,2026-04-05,Completed
T9261,P005,SQ081,SH2372,Modeling,69,High,2025-11-19,2025-12-21,Completed
T9262,P005,SQ081,SH2372,Rigging,89,Medium,2025-11-02,2025-12-01,Completed
T9263,P005,SQ081,SH2372,Animation,161,High,2025-11-09,2025-12-15,Completed
T9264,P005,SQ081,SH2372,CFX,155,High,2025-11-09,2025-11-10,Completed
T9265,P005,SQ081,SH2372,FX,68,Medium,2025-11-24,2025-11-27,Completed
T9266,P005,SQ081,SH2372,Lighting,68,High,2025-11-01,2025-11-19,Completed
T9267,P005,SQ081,SH2372,Compositing,119,High,2025-11-20,2025-12-01,Completed
T9268,P005,SQ081,SH2373,Animation,26,High,2026-02-10,2026-03-13,Completed
T9269,P005,SQ081,SH2373,CFX,24,Medium,2025-12-03,2026-04-21,Completed
T9270,P005,SQ081,SH2373,Lighting,34,High,2026-01-08,2026-01-27,Completed
T9271,P005,SQ081,SH2373,Compositing,41,Medium,2026-01-02,2026-04-13,Completed
T9272,P005,SQ081,SH2374,Lighting,13,Low,2025-12-11,2025-12-30,Completed
T9273,P005,SQ081,SH2374,Compositing,8,Low,2025-12-28,2026-03-13,Completed
T9274,P005,SQ081,SH2375,Lighting,15,Low,2026-03-09,2026-05-15,Completed
T9275,P005,SQ081,SH2375,Compositing,7,Medium,2026-03-16,2026-06-03,Completed
T9276,P005,SQ081,SH2376,Animation,44,High,2026-03-02,2026-06-29,In Progress
T9277,P005,SQ081,SH2376,FX,40,Medium,2026-03-26,2026-06-16,Completed
T9278,P005,SQ081,SH2376,Lighting,38,Medium,2026-03-22,2026-07-08,In Progress
T9279,P005,SQ081,SH2376,Compositing,41,Medium,2026-04-15,2026-04-16,Completed
T9280,P005,SQ081,SH2377,Animation,19,Low,2026-03-03,2026-04-21,Completed
T9281,P005,SQ081,SH2377,Lighting,7,Low,2026-02-04,2026-02-27,Completed
T9282,P005,SQ081,SH2377,Compositing,19,Low,2026-02-16,2026-03-31,Completed
T9283,P005,SQ081,SH2378,Animation,16,Medium,2025-11-13,2026-01-13,Completed
T9284,P005,SQ081,SH2378,Lighting,9,Low,2025-12-09,2025-12-24,Completed
T9285,P005,SQ081,SH2378,Compositing,8,Medium,2026-01-05,2026-04-09,Completed
T9286,P005,SQ081,SH2379,Modeling,98,High,2026-03-31,2026-05-14,Completed
T9287,P005,SQ081,SH2379,Rigging,168,Medium,2026-03-11,2026-03-22,Completed
T9288,P005,SQ081,SH2379,Animation,103,Medium,2026-01-10,2026-06-03,Completed
T9289,P005,SQ081,SH2379,CFX,138,High,2026-01-08,2026-06-04,Completed
T9290,P005,SQ081,SH2379,FX,103,High,2026-01-20,2026-06-12,Completed
T9291,P005,SQ081,SH2379,Lighting,105,Medium,2026-01-18,2026-05-23,Completed
T9292,P005,SQ081,SH2379,Compositing,149,High,2025-12-29,2026-01-13,Completed
T9293,P005,SQ081,SH2380,Animation,53,Medium,2026-03-05,2026-03-14,Completed
T9294,P005,SQ081,SH2380,CFX,22,Medium,2026-02-22,2026-03-26,Completed
T9295,P005,SQ081,SH2380,Lighting,54,Medium,2026-02-11,2026-03-03,Completed
T9296,P005,SQ081,SH2380,Compositing,39,Medium,2026-01-30,2026-03-05,Completed
T9297,P005,SQ081,SH2381,Animation,54,Low,2025-12-11,2025-12-22,Completed
T9298,P005,SQ081,SH2381,Lighting,22,Medium,2025-11-27,2026-02-25,Completed
T9299,P005,SQ081,SH2381,Compositing,41,Medium,2025-11-19,2025-11-21,Completed
T9300,P005,SQ081,SH2382,Animation,16,Low,2025-12-21,2026-02-07,Completed
T9301,P005,SQ081,SH2382,Lighting,16,Low,2026-01-18,2026-01-28,Completed
T9302,P005,SQ081,SH2382,Compositing,16,Low,2026-01-21,2026-03-02,Completed
T9303,P005,SQ081,SH2383,Modeling,78,High,2026-01-26,2026-04-14,Completed
T9304,P005,SQ081,SH2383,Rigging,73,High,2025-12-31,2026-02-04,Completed
T9305,P005,SQ081,SH2383,Animation,91,Medium,2025-12-31,2026-01-13,Completed
T9306,P005,SQ081,SH2383,CFX,82,High,2026-02-13,2026-03-04,Completed
T9307,P005,SQ081,SH2383,FX,104,High,2026-01-18,2026-03-09,Completed
T9308,P005,SQ081,SH2383,Lighting,172,High,2026-01-19,2026-04-02,Completed
T9309,P005,SQ081,SH2383,Compositing,195,High,2026-01-23,2026-04-14,Completed
T9310,P005,SQ081,SH2384,Animation,36,High,2025-12-07,2025-12-30,Completed
T9311,P005,SQ081,SH2384,FX,49,Medium,2025-12-06,2025-12-27,Completed
T9312,P005,SQ081,SH2384,Lighting,43,Medium,2025-11-29,2025-12-04,Completed
T9313,P005,SQ081,SH2384,Compositing,57,Medium,2025-12-08,2025-12-18,Completed
T9314,P005,SQ081,SH2385,Animation,17,Medium,2026-01-20,2026-01-30,Completed
T9315,P005,SQ081,SH2385,Lighting,19,Medium,2026-01-13,2026-01-22,Completed
T9316,P005,SQ081,SH2385,Compositing,17,Medium,2026-01-13,2026-01-20,Completed
T9317,P005,SQ081,SH2386,Lighting,8,Medium,2026-02-23,2026-04-09,Completed
T9318,P005,SQ081,SH2386,Compositing,9,Medium,2026-03-01,2026-04-01,Completed
T9319,P005,SQ081,SH2387,Lighting,9,Low,2026-01-20,2026-02-01,Completed
T9320,P005,SQ081,SH2387,Compositing,14,Low,2026-01-05,2026-02-03,Completed
T9321,P005,SQ081,SH2388,Animation,52,Medium,2026-03-13,2026-04-30,Completed
T9322,P005,SQ081,SH2388,CFX,28,Low,2026-02-25,2026-05-29,Completed
T9323,P005,SQ081,SH2388,Lighting,22,Medium,2026-04-19,2026-06-21,Completed
T9324,P005,SQ081,SH2388,Compositing,32,Medium,2026-02-27,2026-03-08,Completed
T9325,P005,SQ081,SH2389,Modeling,97,High,2025-11-26,2025-12-07,Completed
T9326,P005,SQ081,SH2389,Rigging,111,High,2025-11-21,2025-12-10,Completed
T9327,P005,SQ081,SH2389,Animation,195,High,2025-11-20,2025-12-09,Completed
T9328,P005,SQ081,SH2389,CFX,132,High,2025-11-20,2025-11-24,Completed
T9329,P005,SQ081,SH2389,FX,114,Medium,2025-11-24,2025-12-01,Completed
T9330,P005,SQ081,SH2389,Lighting,172,High,2025-11-14,2025-11-19,Completed
T9331,P005,SQ081,SH2389,Compositing,68,High,2025-11-15,2025-11-27,Completed
T9332,P005,SQ081,SH2390,Animation,6,Low,2025-11-30,2026-05-27,Completed
T9333,P005,SQ081,SH2390,Lighting,15,Medium,2026-01-31,2026-02-20,Completed
T9334,P005,SQ081,SH2390,Compositing,14,Medium,2026-01-02,2026-02-14,Completed
T9335,P005,SQ081,SH2391,Lighting,14,Medium,2025-10-28,2025-12-20,Completed
T9336,P005,SQ081,SH2391,Compositing,10,Medium,2025-11-19,2025-12-26,Completed
T9337,P005,SQ081,SH2392,Modeling,104,Medium,2026-03-09,2026-03-18,Completed
T9338,P005,SQ081,SH2392,Rigging,135,Medium,2026-01-27,2026-05-24,Completed
T9339,P005,SQ081,SH2392,Animation,177,High,2026-01-10,2026-04-12,Completed
T9340,P005,SQ081,SH2392,CFX,72,Medium,2026-03-12,2026-04-19,Completed
T9341,P005,SQ081,SH2392,FX,177,High,2026-03-10,2026-03-25,Completed
T9342,P005,SQ081,SH2392,Lighting,153,High,2026-02-04,2026-02-13,Completed
T9343,P005,SQ081,SH2392,Compositing,65,Medium,2025-12-23,2026-07-09,In Progress
T9344,P005,SQ081,SH2393,Animation,16,Low,2025-12-17,2025-12-20,Completed
T9345,P005,SQ081,SH2393,Lighting,7,Medium,2025-12-23,2026-01-04,Completed
T9346,P005,SQ081,SH2393,Compositing,15,Low,2025-12-20,2025-12-30,Completed
T9347,P005,SQ081,SH2394,Animation,33,Medium,2025-12-04,2026-06-03,Completed
T9348,P005,SQ081,SH2394,Lighting,43,Low,2026-02-16,2026-06-04,Completed
T9349,P005,SQ081,SH2394,Compositing,52,High,2025-11-21,2025-12-15,Completed
T9350,P005,SQ081,SH2395,Modeling,101,High,2025-12-12,2026-07-01,In Progress
T9351,P005,SQ081,SH2395,Rigging,169,High,2026-03-07,2026-06-16,Completed
T9352,P005,SQ081,SH2395,Animation,126,High,2026-01-31,2026-04-16,Completed
T9353,P005,SQ081,SH2395,CFX,80,Medium,2025-11-07,2026-05-27,Completed
T9354,P005,SQ081,SH2395,FX,162,High,2025-11-01,2026-04-27,Completed
T9355,P005,SQ081,SH2395,Lighting,181,High,2025-10-28,2026-03-29,Completed
T9356,P005,SQ081,SH2395,Compositing,95,Medium,2025-12-16,2026-02-14,Completed
T9357,P005,SQ081,SH2396,Animation,33,Medium,2026-03-07,2026-05-31,Completed
T9358,P005,SQ081,SH2396,CFX,50,Low,2026-03-16,2026-06-10,Completed
T9359,P005,SQ081,SH2396,Lighting,35,Medium,2026-03-03,2026-03-09,Completed
T9360,P005,SQ081,SH2396,Compositing,51,Medium,2026-03-30,2026-05-31,Completed
T9361,P005,SQ081,SH2397,Modeling,193,High,2026-01-29,2026-04-26,Completed
T9362,P005,SQ081,SH2397,Rigging,197,Medium,2026-02-17,2026-02-23,Completed
T9363,P005,SQ081,SH2397,Animation,184,Medium,2026-01-20,2026-02-25,Completed
T9364,P005,SQ081,SH2397,CFX,189,High,2026-02-25,2026-05-10,Completed
T9365,P005,SQ081,SH2397,FX,119,High,2026-01-05,2026-05-19,Completed
T9366,P005,SQ081,SH2397,Lighting,147,High,2026-02-22,2026-02-26,Completed
T9367,P005,SQ081,SH2397,Compositing,89,Medium,2026-02-20,2026-05-16,Completed
T9368,P005,SQ081,SH2398,Modeling,192,High,2026-02-19,2026-04-22,Completed
T9369,P005,SQ081,SH2398,Rigging,171,High,2026-03-01,2026-03-11,Completed
T9370,P005,SQ081,SH2398,Animation,104,Medium,2026-03-11,2026-03-26,Completed
T9371,P005,SQ081,SH2398,CFX,190,High,2026-03-13,2026-03-14,Completed
T9372,P005,SQ081,SH2398,FX,140,High,2026-03-17,2026-04-05,Completed
T9373,P005,SQ081,SH2398,Lighting,139,High,2026-03-09,2026-03-27,Completed
T9374,P005,SQ081,SH2398,Compositing,65,Medium,2026-03-18,2026-04-02,Completed
T9375,P005,SQ081,SH2399,Modeling,138,Medium,2025-11-12,2025-12-18,Completed
T9376,P005,SQ081,SH2399,Rigging,147,Medium,2025-12-27,2026-02-19,Completed
T9377,P005,SQ081,SH2399,Animation,129,Medium,2026-01-04,2026-03-10,Completed
T9378,P005,SQ081,SH2399,CFX,155,High,2025-11-24,2025-12-31,Completed
T9379,P005,SQ081,SH2399,FX,155,High,2026-01-08,2026-02-16,Completed
T9380,P005,SQ081,SH2399,Lighting,156,Medium,2026-01-07,2026-02-22,Completed
T9381,P005,SQ081,SH2399,Compositing,179,Medium,2026-01-10,2026-02-24,Completed
T9382,P005,SQ081,SH2400,Animation,44,Medium,2026-03-17,2026-03-21,Completed
T9383,P005,SQ081,SH2400,Lighting,49,High,2026-04-04,2026-06-10,Completed
T9384,P005,SQ081,SH2400,Compositing,35,Medium,2025-12-25,2026-06-29,In Progress
T9385,P005,SQ081,SH2401,Animation,50,Medium,2026-03-03,2026-04-10,Completed
T9386,P005,SQ081,SH2401,Lighting,38,High,2026-03-21,2026-05-12,Completed
T9387,P005,SQ081,SH2401,Compositing,57,Medium,2025-12-30,2026-04-07,Completed
T9388,P005,SQ081,SH2402,Animation,39,Low,2026-01-11,2026-04-20,Completed
T9389,P005,SQ081,SH2402,CFX,36,Medium,2026-01-01,2026-02-23,Completed
T9390,P005,SQ081,SH2402,Lighting,49,Medium,2026-01-05,2026-02-27,Completed
T9391,P005,SQ081,SH2402,Compositing,42,Medium,2026-01-07,2026-02-20,Completed
T9392,P005,SQ081,SH2403,Animation,37,Low,2026-03-20,2026-04-10,Completed
T9393,P005,SQ081,SH2403,Lighting,45,Low,2026-03-02,2026-04-15,Completed
T9394,P005,SQ081,SH2403,Compositing,55,Low,2026-03-13,2026-03-31,Completed
T9395,P005,SQ081,SH2404,Animation,49,High,2026-03-09,2026-03-19,Completed
T9396,P005,SQ081,SH2404,CFX,48,Medium,2026-03-02,2026-03-03,Completed
T9397,P005,SQ081,SH2404,Lighting,24,Medium,2026-03-04,2026-03-12,Completed
T9398,P005,SQ081,SH2404,Compositing,54,Medium,2026-03-06,2026-03-20,Completed
T9399,P005,SQ081,SH2405,Animation,52,Medium,2025-12-20,2025-12-22,Completed
T9400,P005,SQ081,SH2405,CFX,44,Medium,2026-01-08,2026-01-23,Completed
T9401,P005,SQ081,SH2405,Lighting,53,Medium,2026-01-22,2026-03-03,Completed
T9402,P005,SQ081,SH2405,Compositing,51,Low,2026-02-08,2026-03-25,Completed
T9403,P005,SQ081,SH2406,Animation,50,Medium,2026-03-16,2026-05-11,Completed
T9404,P005,SQ081,SH2406,CFX,57,High,2026-03-31,2026-04-18,Completed
T9405,P005,SQ081,SH2406,Lighting,49,Medium,2026-04-12,2026-05-20,Completed
T9406,P005,SQ081,SH2406,Compositing,21,High,2026-04-20,2026-05-28,Completed
T9407,P005,SQ081,SH2407,Animation,9,Low,2025-10-27,2025-11-10,Completed
T9408,P005,SQ081,SH2407,Lighting,14,Low,2025-11-21,2026-01-23,Completed
T9409,P005,SQ081,SH2407,Compositing,6,Medium,2025-11-29,2026-02-19,Completed
T9410,P005,SQ081,SH2408,Lighting,15,Low,2026-03-12,2026-04-26,Completed
